Customer_ID,Unique_Transactions
CUST-001020,19
CUST-001007,19
CUST-001776,19
CUST-001572,19
CUST-002976,19
CUST-001307,19
CUST-000443,19
CUST-001988,19
CUST-002392,19
CUST-003194,19
CUST-001082,19
CUST-002678,19
CUST-001615,19
CUST-001787,19
CUST-000232,19
CUST-001846,19
CUST-000008,18
CUST-001688,18
CUST-000426,18
CUST-001383,18
CUST-002150,18
CUST-002518,18
CUST-000801,18
CUST-002305,18
CUST-002057,18
CUST-002960,18
CUST-002429,18
CUST-001264,18
CUST-003158,18
CUST-001190,18
CUST-000476,18
CUST-002483,18
CUST-001857,18
CUST-000519,18
CUST-001455,18
CUST-001355,18
CUST-001644,18
CUST-003033,18
CUST-000730,18
CUST-001736,18
CUST-001319,18
CUST-000371,18
CUST-001911,18
CUST-002569,18
CUST-003082,18
CUST-001350,18
CUST-002490,18
CUST-000108,18
CUST-000473,18
CUST-001200,18
CUST-000951,18
CUST-000187,18
CUST-001777,18
CUST-003246,18
CUST-000447,18
CUST-002558,17
CUST-002552,17
CUST-000783,17
CUST-002615,17
CUST-002575,17
CUST-002810,17
CUST-002786,17
CUST-001050,17
CUST-002333,17
CUST-003376,17
CUST-003373,17
CUST-000335,17
CUST-000345,17
CUST-001747,17
CUST-001607,17
CUST-002453,17
CUST-000752,17
CUST-000073,17
CUST-000019,17
CUST-001370,17
CUST-001348,17
CUST-002804,17
CUST-001960,17
CUST-000604,17
CUST-001476,17
CUST-002413,17
CUST-002414,17
CUST-001199,17
CUST-000977,17
CUST-001123,17
CUST-002245,17
CUST-001922,17
CUST-001194,17
CUST-000994,17
CUST-002363,17
CUST-002200,17
CUST-003231,17
CUST-000594,17
CUST-000294,17
CUST-002188,17
CUST-002179,17
CUST-000691,17
CUST-000892,17
CUST-002684,17
CUST-002476,17
CUST-002172,17
CUST-002713,17
CUST-000946,17
CUST-001575,17
CUST-000437,17
CUST-001376,17
CUST-000308,17
CUST-000314,17
CUST-002105,17
CUST-002100,17
CUST-003323,17
CUST-001673,17
CUST-003354,16
CUST-002651,16
CUST-003077,16
CUST-002668,16
CUST-002050,16
CUST-001289,16
CUST-000402,16
CUST-000407,16
CUST-002097,16
CUST-000136,16
CUST-000706,16
CUST-000865,16
CUST-001577,16
CUST-001405,16
CUST-001766,16
CUST-001513,16
CUST-002046,16
CUST-002398,16
CUST-001248,16
CUST-002048,16
CUST-001412,16
CUST-001438,16
CUST-002170,16
CUST-002169,16
CUST-002138,16
CUST-000278,16
CUST-002127,16
CUST-002137,16
CUST-001938,16
CUST-000583,16
CUST-003199,16
CUST-000853,16
CUST-003395,16
CUST-003398,16
CUST-000816,16
CUST-000554,16
CUST-003140,16
CUST-002005,16
CUST-002816,16
CUST-001014,16
CUST-002779,16
CUST-000605,16
CUST-000465,16
CUST-002868,16
CUST-002358,16
CUST-002729,16
CUST-001045,16
CUST-002745,16
CUST-001556,16
CUST-002365,16
CUST-001598,16
CUST-001677,16
CUST-000845,16
CUST-000100,16
CUST-000622,15
CUST-001178,15
CUST-000201,15
CUST-002030,15
CUST-002812,15
CUST-002347,15
CUST-002149,15
CUST-002411,15
CUST-000320,15
CUST-002168,15
CUST-001385,15
CUST-003259,15
CUST-002412,15
CUST-003267,15
CUST-003263,15
CUST-001635,15
CUST-000409,15
CUST-002473,15
CUST-001813,15
CUST-002428,15
CUST-002495,15
CUST-000707,15
CUST-001614,15
CUST-002698,15
CUST-001308,15
CUST-000381,15
CUST-000945,15
CUST-002718,15
CUST-000944,15
CUST-000147,15
CUST-001305,15
CUST-003344,15
CUST-000028,15
CUST-000014,15
CUST-001663,15
CUST-001735,15
CUST-003043,15
CUST-002066,15
CUST-001651,15
CUST-001692,15
CUST-003347,15
CUST-002636,15
CUST-002248,15
CUST-001132,15
CUST-000848,15
CUST-002608,15
CUST-002292,15
CUST-002864,15
CUST-002283,15
CUST-001056,15
CUST-000260,15
CUST-001448,15
CUST-001141,15
CUST-002827,15
CUST-001526,15
CUST-000573,15
CUST-001446,15
CUST-000558,15
CUST-002811,15
CUST-002219,15
CUST-000987,15
CUST-002356,15
CUST-003229,15
CUST-000428,15
CUST-000197,15
CUST-003233,15
CUST-000998,15
CUST-003118,15
CUST-003022,15
CUST-001543,15
CUST-000799,15
CUST-002787,15
CUST-000808,15
CUST-000807,15
CUST-000088,15
CUST-000748,14
CUST-002487,14
CUST-001667,14
CUST-001737,14
CUST-001661,14
CUST-001727,14
CUST-002529,14
CUST-000106,14
CUST-000109,14
CUST-003046,14
CUST-002076,14
CUST-000157,14
CUST-003268,14
CUST-000151,14
CUST-000918,14
CUST-000884,14
CUST-002497,14
CUST-000712,14
CUST-002652,14
CUST-001317,14
CUST-003085,14
CUST-002502,14
CUST-002514,14
CUST-000353,14
CUST-003069,14
CUST-001322,14
CUST-000045,14
CUST-002157,14
CUST-001244,14
CUST-003124,14
CUST-002394,14
CUST-003099,14
CUST-003109,14
CUST-001406,14
CUST-001863,14
CUST-003034,14
CUST-002423,14
CUST-001841,14
CUST-000406,14
CUST-002979,14
CUST-001797,14
CUST-000509,14
CUST-001029,14
CUST-001217,14
CUST-001548,14
CUST-002133,14
CUST-001242,14
CUST-002151,14
CUST-000266,14
CUST-001043,14
CUST-000602,14
CUST-000996,14
CUST-002382,14
CUST-000458,14
CUST-001837,14
CUST-001805,14
CUST-000641,14
CUST-001824,14
CUST-000626,14
CUST-002764,14
CUST-000479,14
CUST-002931,14
CUST-001187,14
CUST-003161,14
CUST-003175,14
CUST-000526,14
CUST-001062,14
CUST-000572,14
CUST-001872,14
CUST-000213,14
CUST-001535,14
CUST-000211,14
CUST-001443,14
CUST-001963,14
CUST-003153,14
CUST-001410,14
CUST-001096,14
CUST-002617,14
CUST-000760,14
CUST-000001,14
CUST-002830,14
CUST-002638,14
CUST-000777,14
CUST-001646,14
CUST-002582,14
CUST-003296,14
CUST-000797,14
CUST-003293,14
CUST-000102,14
CUST-003389,14
CUST-001693,14
CUST-000084,13
CUST-000101,13
CUST-001324,13
CUST-003338,13
CUST-001374,13
CUST-000745,13
CUST-000736,13
CUST-000357,13
CUST-001749,13
CUST-003308,13
CUST-002506,13
CUST-000729,13
CUST-001640,13
CUST-001078,13
CUST-001066,13
CUST-002325,13
CUST-001083,13
CUST-001106,13
CUST-002239,13
CUST-002318,13
CUST-001076,13
CUST-002809,13
CUST-001170,13
CUST-001129,13
CUST-001905,13
CUST-001511,13
CUST-002416,13
CUST-000275,13
CUST-000685,13
CUST-000928,13
CUST-001400,13
CUST-003100,13
CUST-003081,13
CUST-002068,13
CUST-002086,13
CUST-002399,13
CUST-002688,13
CUST-002708,13
CUST-002697,13
CUST-001823,13
CUST-001565,13
CUST-002426,13
CUST-001760,13
CUST-001768,13
CUST-001331,13
CUST-000215,13
CUST-003195,13
CUST-000221,13
CUST-003172,13
CUST-001941,13
CUST-001947,13
CUST-001900,13
CUST-000567,13
CUST-000570,13
CUST-001529,13
CUST-001521,13
CUST-000474,13
CUST-000478,13
CUST-003206,13
CUST-002298,13
CUST-002299,13
CUST-000271,13
CUST-000290,13
CUST-002010,13
CUST-000432,13
CUST-000963,13
CUST-000979,13
CUST-003241,13
CUST-002176,13
CUST-002192,13
CUST-001569,13
CUST-001558,13
CUST-001844,13
CUST-001831,13
CUST-003131,13
CUST-000436,13
CUST-002952,13
CUST-002182,13
CUST-001970,13
CUST-001981,13
CUST-000619,13
CUST-000607,13
CUST-002939,13
CUST-001179,13
CUST-001004,13
CUST-002212,13
CUST-000499,13
CUST-000525,13
CUST-000510,13
CUST-002753,13
CUST-002350,13
CUST-002352,13
CUST-001019,13
CUST-000984,13
CUST-000581,13
CUST-000566,13
CUST-003307,13
CUST-000076,13
CUST-003324,13
CUST-000833,13
CUST-002600,13
CUST-002581,13
CUST-002584,13
CUST-000026,13
CUST-001120,13
CUST-000120,13
CUST-002511,13
CUST-002541,13
CUST-000837,13
CUST-001353,13
CUST-001313,13
CUST-000159,13
CUST-000375,13
CUST-000902,13
CUST-002458,13
CUST-002993,13
CUST-002997,13
CUST-000046,13
CUST-000048,13
CUST-002432,13
CUST-000699,13
CUST-002681,13
CUST-001690,13
CUST-001701,13
CUST-002480,13
CUST-000873,13
CUST-002496,13
CUST-000023,13
CUST-003328,12
CUST-000016,12
CUST-003390,12
CUST-002675,12
CUST-000722,12
CUST-002450,12
CUST-001297,12
CUST-001302,12
CUST-002969,12
CUST-001593,12
CUST-001803,12
CUST-002073,12
CUST-000363,12
CUST-003062,12
CUST-001299,12
CUST-001311,12
CUST-000788,12
CUST-000803,12
CUST-002577,12
CUST-003358,12
CUST-001669,12
CUST-001954,12
CUST-000545,12
CUST-000129,12
CUST-000778,12
CUST-002595,12
CUST-002587,12
CUST-000126,12
CUST-000113,12
CUST-003301,12
CUST-000078,12
CUST-001686,12
CUST-002801,12
CUST-002362,12
CUST-002730,12
CUST-002722,12
CUST-002725,12
CUST-000625,12
CUST-000629,12
CUST-000644,12
CUST-000647,12
CUST-000613,12
CUST-000989,12
CUST-002369,12
CUST-000590,12
CUST-002929,12
CUST-002208,12
CUST-002194,12
CUST-002233,12
CUST-002221,12
CUST-002225,12
CUST-001219,12
CUST-001436,12
CUST-003120,12
CUST-003122,12
CUST-000435,12
CUST-000456,12
CUST-002959,12
CUST-002187,12
CUST-001836,12
CUST-002059,12
CUST-001269,12
CUST-000635,12
CUST-000965,12
CUST-002294,12
CUST-003142,12
CUST-001226,12
CUST-002909,12
CUST-000212,12
CUST-003212,12
CUST-003202,12
CUST-001501,12
CUST-001912,12
CUST-000269,12
CUST-001524,12
CUST-003177,12
CUST-001925,12
CUST-000199,12
CUST-002421,12
CUST-002070,12
CUST-000669,12
CUST-000686,12
CUST-002047,12
CUST-003098,12
CUST-000324,12
CUST-003123,12
CUST-000420,12
CUST-001243,12
CUST-002167,12
CUST-001285,12
CUST-001290,12
CUST-001304,12
CUST-001127,12
CUST-001135,12
CUST-001920,12
CUST-000248,12
CUST-000239,12
CUST-000511,12
CUST-002890,12
CUST-002879,12
CUST-002892,12
CUST-002234,12
CUST-001158,12
CUST-002317,12
CUST-001067,12
CUST-001074,12
CUST-000549,12
CUST-001081,12
CUST-001088,12
CUST-002002,12
CUST-001391,12
CUST-001407,12
CUST-002658,12
CUST-002661,12
CUST-002662,12
CUST-002524,12
CUST-001753,12
CUST-002513,12
CUST-002501,12
CUST-002642,12
CUST-002645,12
CUST-001316,12
CUST-003059,12
CUST-000341,12
CUST-000347,12
CUST-003083,12
CUST-001325,12
CUST-000066,12
CUST-003355,12
CUST-001354,12
CUST-000087,12
CUST-003279,12
CUST-000049,12
CUST-000060,11
CUST-001675,11
CUST-001699,11
CUST-000069,11
CUST-001716,11
CUST-003340,11
CUST-003386,11
CUST-003394,11
CUST-001714,11
CUST-003336,11
CUST-000017,11
CUST-001740,11
CUST-003288,11
CUST-002902,11
CUST-001184,11
CUST-001185,11
CUST-001234,11
CUST-001239,11
CUST-000484,11
CUST-002943,11
CUST-002171,11
CUST-002162,11
CUST-002963,11
CUST-002873,11
CUST-002862,11
CUST-002142,11
CUST-002267,11
CUST-000532,11
CUST-002284,11
CUST-002857,11
CUST-002845,11
CUST-003226,11
CUST-003228,11
CUST-000191,11
CUST-000821,11
CUST-001586,11
CUST-001793,11
CUST-000171,11
CUST-000741,11
CUST-000747,11
CUST-000842,11
CUST-002653,11
CUST-000750,11
CUST-002984,11
CUST-002972,11
CUST-000408,11
CUST-002277,11
CUST-002797,11
CUST-002324,11
CUST-001300,11
CUST-002121,11
CUST-002103,11
CUST-002303,11
CUST-002296,11
CUST-001073,11
CUST-001047,11
CUST-001048,11
CUST-000387,11
CUST-001100,11
CUST-001091,11
CUST-001849,11
CUST-000224,11
CUST-000210,11
CUST-001542,11
CUST-001826,11
CUST-001840,11
CUST-001860,11
CUST-000196,11
CUST-001551,11
CUST-000893,11
CUST-000864,11
CUST-000859,11
CUST-002065,11
CUST-003032,11
CUST-003020,11
CUST-003021,11
CUST-000597,11
CUST-002771,11
CUST-002074,11
CUST-002077,11
CUST-002078,11
CUST-001334,11
CUST-000560,11
CUST-002825,11
CUST-000595,11
CUST-001341,11
CUST-001327,11
CUST-001332,11
CUST-001333,11
CUST-003167,11
CUST-003156,11
CUST-000244,11
CUST-000246,11
CUST-002672,11
CUST-002682,11
CUST-000716,11
CUST-001908,11
CUST-000940,11
CUST-002440,11
CUST-001894,11
CUST-003216,11
CUST-000226,11
CUST-001486,11
CUST-001892,11
CUST-003055,11
CUST-003057,11
CUST-000338,11
CUST-000992,11
CUST-000995,11
CUST-002366,11
CUST-002371,11
CUST-002359,11
CUST-003067,11
CUST-001359,11
CUST-002349,11
CUST-000311,11
CUST-002056,11
CUST-003125,11
CUST-001371,11
CUST-001413,11
CUST-001983,11
CUST-000291,11
CUST-000931,11
CUST-000933,11
CUST-000920,11
CUST-001442,11
CUST-001923,11
CUST-001468,11
CUST-000668,11
CUST-002706,11
CUST-002726,11
CUST-002715,11
CUST-000687,11
CUST-003181,11
CUST-000262,11
CUST-002703,11
CUST-002409,11
CUST-002402,11
CUST-000962,11
CUST-003089,11
CUST-002036,11
CUST-003108,11
CUST-002380,11
CUST-002760,11
CUST-000978,11
CUST-000972,11
CUST-000960,11
CUST-000636,11
CUST-000296,11
CUST-000267,11
CUST-002024,11
CUST-000096,11
CUST-000080,11
CUST-001654,11
CUST-000040,11
CUST-000505,11
CUST-002899,11
CUST-001125,11
CUST-002264,11
CUST-000501,11
CUST-000522,11
CUST-000502,11
CUST-002917,11
CUST-002251,11
CUST-001114,11
CUST-001168,11
CUST-000146,11
CUST-001794,11
CUST-002631,11
CUST-002637,11
CUST-001613,11
CUST-002591,11
CUST-000771,11
CUST-002612,11
CUST-001617,11
CUST-001608,11
CUST-001620,11
CUST-000131,10
CUST-000105,10
CUST-000110,10
CUST-001616,10
CUST-000127,10
CUST-001621,10
CUST-002589,10
CUST-002551,10
CUST-000769,10
CUST-002626,10
CUST-002574,10
CUST-001780,10
CUST-001771,10
CUST-001628,10
CUST-001631,10
CUST-003265,10
CUST-003243,10
CUST-003275,10
CUST-000160,10
CUST-000148,10
CUST-000137,10
CUST-002926,10
CUST-002927,10
CUST-002910,10
CUST-001160,10
CUST-002274,10
CUST-001136,10
CUST-002204,10
CUST-000508,10
CUST-002232,10
CUST-002903,10
CUST-002885,10
CUST-003329,10
CUST-001718,10
CUST-000042,10
CUST-000092,10
CUST-000071,10
CUST-001660,10
CUST-000284,10
CUST-003132,10
CUST-001998,10
CUST-003138,10
CUST-001397,10
CUST-001375,10
CUST-001378,10
CUST-002744,10
CUST-002736,10
CUST-002373,10
CUST-000651,10
CUST-000654,10
CUST-000639,10
CUST-002743,10
CUST-000959,10
CUST-000298,10
CUST-000302,10
CUST-003091,10
CUST-002041,10
CUST-000249,10
CUST-003165,10
CUST-000253,10
CUST-002700,10
CUST-000929,10
CUST-000930,10
CUST-001444,10
CUST-001428,10
CUST-001424,10
CUST-001987,10
CUST-001975,10
CUST-001992,10
CUST-001994,10
CUST-000316,10
CUST-000318,10
CUST-000310,10
CUST-003114,10
CUST-001360,10
CUST-002354,10
CUST-000988,10
CUST-001039,10
CUST-001031,10
CUST-001033,10
CUST-000993,10
CUST-000985,10
CUST-003058,10
CUST-001315,10
CUST-000360,10
CUST-000346,10
CUST-003075,10
CUST-003214,10
CUST-001488,10
CUST-003211,10
CUST-002420,10
CUST-000941,10
CUST-002674,10
CUST-002438,10
CUST-002431,10
CUST-000720,10
CUST-000700,10
CUST-000704,10
CUST-002446,10
CUST-000717,10
CUST-001901,10
CUST-001496,10
CUST-001921,10
CUST-001906,10
CUST-003078,10
CUST-003079,10
CUST-000354,10
CUST-001337,10
CUST-002803,10
CUST-002805,10
CUST-002824,10
CUST-000593,10
CUST-002772,10
CUST-000609,10
CUST-002064,10
CUST-001336,10
CUST-003036,10
CUST-000383,10
CUST-000362,10
CUST-000888,10
CUST-000890,10
CUST-002475,10
CUST-002466,10
CUST-000868,10
CUST-002478,10
CUST-002471,10
CUST-002498,10
CUST-002484,10
CUST-002485,10
CUST-000879,10
CUST-001554,10
CUST-001838,10
CUST-001561,10
CUST-001859,10
CUST-001855,10
CUST-001877,10
CUST-001520,10
CUST-000220,10
CUST-003193,10
CUST-000364,10
CUST-002082,10
CUST-003060,10
CUST-001098,10
CUST-001079,10
CUST-002306,10
CUST-002293,10
CUST-002295,10
CUST-002331,10
CUST-001291,10
CUST-002098,10
CUST-003001,10
CUST-002983,10
CUST-002975,10
CUST-002276,10
CUST-001796,10
CUST-001785,10
CUST-003272,10
CUST-000724,10
CUST-002644,10
CUST-002650,10
CUST-000755,10
CUST-002519,10
CUST-002523,10
CUST-002510,10
CUST-002669,10
CUST-002545,10
CUST-001581,10
CUST-003220,10
CUST-001588,10
CUST-000172,10
CUST-000174,10
CUST-000176,10
CUST-000189,10
CUST-000907,10
CUST-000542,10
CUST-002820,10
CUST-002843,10
CUST-000551,10
CUST-002143,10
CUST-002123,10
CUST-001263,10
CUST-002152,10
CUST-002942,10
CUST-001220,10
CUST-001225,10
CUST-000467,10
CUST-001235,10
CUST-000491,10
CUST-001765,10
CUST-001756,10
CUST-003289,10
CUST-003297,10
CUST-000005,10
CUST-002585,10
CUST-000800,10
CUST-003364,10
CUST-000035,10
CUST-001713,10
CUST-000004,10
CUST-003332,10
CUST-001715,10
CUST-000057,10
CUST-001705,10
CUST-001758,9
CUST-001762,9
CUST-003306,9
CUST-000119,9
CUST-000125,9
CUST-000112,9
CUST-003285,9
CUST-003276,9
CUST-003277,9
CUST-003333,9
CUST-003341,9
CUST-003351,9
CUST-001706,9
CUST-001695,9
CUST-001698,9
CUST-003350,9
CUST-001700,9
CUST-001671,9
CUST-003363,9
CUST-001676,9
CUST-003388,9
CUST-000007,9
CUST-003331,9
CUST-003319,9
CUST-001725,9
CUST-000065,9
CUST-002237,9
CUST-002876,9
CUST-000520,9
CUST-002217,9
CUST-002209,9
CUST-002199,9
CUST-001198,9
CUST-001189,9
CUST-001137,9
CUST-001143,9
CUST-001134,9
CUST-001126,9
CUST-001177,9
CUST-001157,9
CUST-001150,9
CUST-002253,9
CUST-002249,9
CUST-001180,9
CUST-001181,9
CUST-002934,9
CUST-002908,9
CUST-002913,9
CUST-000470,9
CUST-000466,9
CUST-001238,9
CUST-001576,9
CUST-000852,9
CUST-002535,9
CUST-002537,9
CUST-002657,9
CUST-000733,9
CUST-000725,9
CUST-000731,9
CUST-002492,9
CUST-001789,9
CUST-003274,9
CUST-000164,9
CUST-000145,9
CUST-000143,9
CUST-003262,9
CUST-003251,9
CUST-003253,9
CUST-001228,9
CUST-001218,9
CUST-001222,9
CUST-002953,9
CUST-000444,9
CUST-002165,9
CUST-001275,9
CUST-002158,9
CUST-002136,9
CUST-002125,9
CUST-002859,9
CUST-002499,9
CUST-000881,9
CUST-002482,9
CUST-002474,9
CUST-002456,9
CUST-000912,9
CUST-000913,9
CUST-000908,9
CUST-000185,9
CUST-000188,9
CUST-000178,9
CUST-000181,9
CUST-000184,9
CUST-001602,9
CUST-001571,9
CUST-000219,9
CUST-000203,9
CUST-001879,9
CUST-001880,9
CUST-001868,9
CUST-001507,9
CUST-001842,9
CUST-001564,9
CUST-001568,9
CUST-001553,9
CUST-001825,9
CUST-001828,9
CUST-001822,9
CUST-003240,9
CUST-000194,9
CUST-002863,9
CUST-002858,9
CUST-000556,9
CUST-000546,9
CUST-002287,9
CUST-002278,9
CUST-002282,9
CUST-002119,9
CUST-000417,9
CUST-000418,9
CUST-000401,9
CUST-002978,9
CUST-002981,9
CUST-002113,9
CUST-001293,9
CUST-001286,9
CUST-003154,9
CUST-001930,9
CUST-001493,9
CUST-002449,9
CUST-002451,9
CUST-002692,9
CUST-002663,9
CUST-002443,9
CUST-002427,9
CUST-000949,9
CUST-000939,9
CUST-003213,9
CUST-003208,9
CUST-000225,9
CUST-002093,9
CUST-002080,9
CUST-002807,9
CUST-002345,9
CUST-002337,9
CUST-002330,9
CUST-002311,9
CUST-001111,9
CUST-002084,9
CUST-003050,9
CUST-003053,9
CUST-003045,9
CUST-000380,9
CUST-000372,9
CUST-001452,9
CUST-001926,9
CUST-001927,9
CUST-000934,9
CUST-000679,9
CUST-000666,9
CUST-000667,9
CUST-000665,9
CUST-002704,9
CUST-002702,9
CUST-002389,9
CUST-003185,9
CUST-000264,9
CUST-000252,9
CUST-000257,9
CUST-000242,9
CUST-000247,9
CUST-003162,9
CUST-003168,9
CUST-003030,9
CUST-002088,9
CUST-002072,9
CUST-002339,9
CUST-000612,9
CUST-000599,9
CUST-000601,9
CUST-000592,9
CUST-000586,9
CUST-000574,9
CUST-000571,9
CUST-000559,9
CUST-002806,9
CUST-001318,9
CUST-001309,9
CUST-003084,9
CUST-002021,9
CUST-003139,9
CUST-000289,9
CUST-000281,9
CUST-000273,9
CUST-003134,9
CUST-001980,9
CUST-001985,9
CUST-001967,9
CUST-001440,9
CUST-001418,9
CUST-001421,9
CUST-001422,9
CUST-001959,9
CUST-001949,9
CUST-001471,9
CUST-001449,9
CUST-000358,9
CUST-000342,9
CUST-001310,9
CUST-002377,9
CUST-001008,9
CUST-001009,9
CUST-001002,9
CUST-001003,9
CUST-000986,9
CUST-001046,9
CUST-001032,9
CUST-001017,9
CUST-001018,9
CUST-001021,9
CUST-001368,9
CUST-001372,9
CUST-001351,9
CUST-001357,9
CUST-001345,9
CUST-001347,9
CUST-002060,9
CUST-000312,9
CUST-002043,9
CUST-000968,9
CUST-000971,9
CUST-000964,9
CUST-000648,9
CUST-002721,9
CUST-002383,9
CUST-002386,9
CUST-001394,9
CUST-001398,9
CUST-001386,9
CUST-000054,9
CUST-000059,9
CUST-003380,9
CUST-003383,9
CUST-003378,9
CUST-003368,9
CUST-002586,9
CUST-001754,9
CUST-001734,9
CUST-000037,9
CUST-003257,9
CUST-003249,9
CUST-001778,9
CUST-002573,9
CUST-002578,9
CUST-002579,9
CUST-002632,9
CUST-002614,9
CUST-002618,9
CUST-000775,9
CUST-000758,9
CUST-002605,9
CUST-002563,9
CUST-000847,9
CUST-000850,9
CUST-001622,9
CUST-001612,9
CUST-000122,8
CUST-002556,8
CUST-001632,8
CUST-001625,8
CUST-001627,8
CUST-000781,8
CUST-000761,8
CUST-002604,8
CUST-002590,8
CUST-002580,8
CUST-002566,8
CUST-002572,8
CUST-002561,8
CUST-002634,8
CUST-001629,8
CUST-001630,8
CUST-001739,8
CUST-001662,8
CUST-001659,8
CUST-001726,8
CUST-000053,8
CUST-000097,8
CUST-000074,8
CUST-001113,8
CUST-001119,8
CUST-001175,8
CUST-001165,8
CUST-001152,8
CUST-001145,8
CUST-001138,8
CUST-001142,8
CUST-000844,8
CUST-000826,8
CUST-002532,8
CUST-000487,8
CUST-000475,8
CUST-000463,8
CUST-001149,8
CUST-002244,8
CUST-001788,8
CUST-002539,8
CUST-000753,8
CUST-000744,8
CUST-000732,8
CUST-001573,8
CUST-001574,8
CUST-000841,8
CUST-001213,8
CUST-002191,8
CUST-002174,8
CUST-002175,8
CUST-000158,8
CUST-003254,8
CUST-000726,8
CUST-001798,8
CUST-001965,8
CUST-001381,8
CUST-003150,8
CUST-003137,8
CUST-000562,8
CUST-001339,8
CUST-001323,8
CUST-003074,8
CUST-001469,8
CUST-001462,8
CUST-001427,8
CUST-001431,8
CUST-001989,8
CUST-001993,8
CUST-001982,8
CUST-001979,8
CUST-000349,8
CUST-000351,8
CUST-000340,8
CUST-003070,8
CUST-001367,8
CUST-001952,8
CUST-001933,8
CUST-001466,8
CUST-002351,8
CUST-000997,8
CUST-001024,8
CUST-001025,8
CUST-001030,8
CUST-002376,8
CUST-001011,8
CUST-001013,8
CUST-002717,8
CUST-000391,8
CUST-000386,8
CUST-003031,8
CUST-003028,8
CUST-002302,8
CUST-001103,8
CUST-001102,8
CUST-000976,8
CUST-003176,8
CUST-000689,8
CUST-000677,8
CUST-002707,8
CUST-001456,8
CUST-000924,8
CUST-000926,8
CUST-003015,8
CUST-002071,8
CUST-002792,8
CUST-002778,8
CUST-000258,8
CUST-002689,8
CUST-002690,8
CUST-002401,8
CUST-002758,8
CUST-002823,8
CUST-002817,8
CUST-000589,8
CUST-002782,8
CUST-000617,8
CUST-000606,8
CUST-002774,8
CUST-001917,8
CUST-001907,8
CUST-001902,8
CUST-001499,8
CUST-001489,8
CUST-002957,8
CUST-002112,8
CUST-001295,8
CUST-002441,8
CUST-002433,8
CUST-000937,8
CUST-002693,8
CUST-000721,8
CUST-000709,8
CUST-000713,8
CUST-000692,8
CUST-002301,8
CUST-001279,8
CUST-002081,8
CUST-001482,8
CUST-001485,8
CUST-001889,8
CUST-001891,8
CUST-002677,8
CUST-001092,8
CUST-002085,8
CUST-001072,8
CUST-001059,8
CUST-002316,8
CUST-002319,8
CUST-002313,8
CUST-002314,8
CUST-001510,8
CUST-001850,8
CUST-001856,8
CUST-000229,8
CUST-000223,8
CUST-000209,8
CUST-003218,8
CUST-003224,8
CUST-000195,8
CUST-002494,8
CUST-001848,8
